"Main ID","Incident ID",Region,"Incident Date",Year,"Reported Month","Number Dead","Minimum Estimated Number of Missing","Total Number of Dead and Missing","Number of Survivors","Number of Females","Number of Males","Number of Children","Cause of Death","Location of death","Information Source",Coordinates,"Migrantion route",URL,"UNSD Geographical Grouping","Source Quality"
2022.MMP684,2022.MMP684,"North America","Sat, 02/05/2022 - 12:00",2022,February,1,,1,,,1,,"Mixed or unknown","Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.091183, 112.96065","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2022.MMP685,2022.MMP685,"North America","Mon, 02/14/2022 - 12:00",2022,February,1,,1,,,1,,"Mixed or unknown","Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.788611, 111.835278","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2022.MMP686,2022.MMP686,"North America","Sat, 02/19/2022 - 12:00",2022,February,1,,1,,,1,,"Mixed or unknown","Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.647921, 110.981998","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2022.MMP687,2022.MMP687,"North America","Sat, 02/19/2022 - 12:00",2022,February,1,,1,,1,,,"Mixed or unknown","Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.641436, 110.958247","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2022.MMP688,2022.MMP688,"North America","Sat, 02/19/2022 - 12:00",2022,February,1,,1,,,1,,Violence,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.51278, 109.06393","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2022.MMP689,2022.MMP689,"North America","Mon, 02/21/2022 - 12:00",2022,February,1,,1,,,1,,"Mixed or unknown","Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.19954, 113.02175","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2022.MMP690,2022.MMP690,"North America","Wed, 02/23/2022 - 12:00",2022,February,1,,1,,,,,"Mixed or unknown","Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.116455, 113.000737","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2022.MMP691,2022.MMP691,"North America","Fri, 02/25/2022 - 12:00",2022,February,1,,1,,,1,,"Harsh environmental conditions / lack of adequate shelter, food, water","Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.454817, 111.6165","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2022.MMP692,2022.MMP692,"North America","Tue, 03/01/2022 - 12:00",2022,March,1,,1,,,,,"Mixed or unknown","Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.203833, 112.862133","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2022.MMP693,2022.MMP693,"North America","Mon, 03/07/2022 - 12:00",2022,March,1,,1,,,,,"Mixed or unknown","Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.1628, 112.8812","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2022.MMP694,2022.MMP694,"North America","Mon, 03/07/2022 - 12:00",2022,March,1,,1,,,1,,Violence,"Interstate 19 Frontage Road, milepost 31, Pima County, Arizona USA","Pima County Office of the Medical Examiner (PCOME)","31.67987304, -111.060104","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2022.MMP695,2022.MMP695,"North America","Wed, 03/09/2022 - 12:00",2022,March,1,,1,,,,,"Mixed or unknown","Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.17946, 113.05687","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2022.MMP696,2022.MMP696,"North America","Wed, 03/09/2022 - 12:00",2022,March,1,,1,,,1,,"Mixed or unknown","Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.20112, 113.05464","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2022.MMP697,2022.MMP697,"North America","Wed, 03/09/2022 - 12:00",2022,March,1,,1,,,1,,"Mixed or unknown","Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.19914, 113.05184","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2022.MMP698,2022.MMP698,"North America","Sun, 03/13/2022 - 12:00",2022,March,1,,1,,1,,,"Harsh environmental conditions / lack of adequate shelter, food, water","Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.44556, 109.38406","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2022.MMP699,2022.MMP699,"North America","Tue, 03/15/2022 - 12:00",2022,March,1,,1,,,1,,"Mixed or unknown","Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.811467, 112.40165","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2022.MMP700,2022.MMP700,"North America","Thu, 03/17/2022 - 12:00",2022,March,1,,1,,,1,,"Harsh environmental conditions / lack of adequate shelter, food, water","Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.362717, 109.75205","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2022.MMP701,2022.MMP701,"North America","Tue, 03/22/2022 - 12:00",2022,March,1,,1,,,1,,"Mixed or unknown","Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.740383, 111.832033","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2022.MMP702,2022.MMP702,"North America","Tue, 03/22/2022 - 12:00",2022,March,1,,1,,,1,,"Harsh environmental conditions / lack of adequate shelter, food, water","Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.78031, 111.81413","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2022.MMP703,2022.MMP703,"North America","Tue, 03/22/2022 - 12:00",2022,March,1,,1,,,1,,"Mixed or unknown","Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.997237, 112.705325","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2022.MMP704,2022.MMP704,"North America","Tue, 03/22/2022 - 12:00",2022,March,1,,1,,,1,,"Mixed or unknown","Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.10017, 113.20611","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2022.MMP705,2022.MMP705,"North America","Sat, 03/26/2022 - 12:00",2022,March,1,,1,,,1,,"Mixed or unknown","Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.06621, 111.41475","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2022.MMP706,2022.MMP706,"North America","Sun, 03/27/2022 - 12:00",2022,March,1,,1,,,1,,"Harsh environmental conditions / lack of adequate shelter, food, water","Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.744984, 110.908999","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2022.MMP707,2022.MMP707,"North America","Mon, 03/28/2022 - 12:00",2022,March,1,,1,,,1,,"Mixed or unknown","Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.422154, 110.659597","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2022.MMP708,2022.MMP708,"North America","Mon, 03/21/2022 - 12:00",2022,March,1,,1,,,1,,"Harsh environmental conditions / lack of adequate shelter, food, water","Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.37417, 109.77391","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2022.MMP709,2022.MMP709,"North America","Thu, 03/31/2022 - 12:00",2022,March,1,,1,,,1,,"Mixed or unknown","Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.61316, 111.57234","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2022.MMP710,2022.MMP710,"North America","Mon, 04/04/2022 - 12:00",2022,April,1,,1,,,1,,"Mixed or unknown","Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.792, 111.1377","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2022.MMP711,2022.MMP711,"North America","Tue, 04/05/2022 - 12:00",2022,April,1,,1,,,1,,"Mixed or unknown","Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.834453, 112.440992","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2022.MMP712,2022.MMP712,"North America","Wed, 04/06/2022 - 12:00",2022,April,1,,1,,,1,,"Harsh environmental conditions / lack of adequate shelter, food, water","Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.594686, 109.240338","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2022.MMP713,2022.MMP713,"North America","Tue, 04/12/2022 - 12:00",2022,April,1,,1,,1,,,"Accidental death","Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.334049, 109.734019","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2022.MMP714,2022.MMP714,"North America","Wed, 04/20/2022 - 12:00",2022,April,1,,1,,,1,,"Harsh environmental conditions / lack of adequate shelter, food, water","Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.52124, 111.28947","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2022.MMP715,2022.MMP715,"North America","Fri, 04/22/2022 - 12:00",2022,April,1,,1,,1,,,"Mixed or unknown","Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.639945, 112.233112","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2022.MMP716,2022.MMP716,"North America","Fri, 04/22/2022 - 12:00",2022,April,1,,1,,,1,,"Mixed or unknown","Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.73384, 111.0195","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2022.MMP717,2022.MMP717,"North America","Sat, 04/23/2022 - 12:00",2022,April,1,,1,,,1,,"Accidental death","Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.977, 112.963","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2022.MMP718,2022.MMP718,"North America","Sat, 04/23/2022 - 12:00",2022,April,1,,1,,,1,,"Harsh environmental conditions / lack of adequate shelter, food, water","Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.47278, 109.2778","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2022.MMP719,2022.MMP719,"North America","Tue, 04/26/2022 - 12:00",2022,April,1,,1,,1,,,"Mixed or unknown","Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.359573, 113.114043","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2022.MMP720,2022.MMP720,"North America","Wed, 04/27/2022 - 12:00",2022,April,1,,1,,,1,,"Harsh environmental conditions / lack of adequate shelter, food, water","Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.37215, 110.312517","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2022.MMP721,2022.MMP721,"North America","Fri, 04/29/2022 - 12:00",2022,April,1,,1,,1,,,"Harsh environmental conditions / lack of adequate shelter, food, water","Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.35755, 110.80747","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2022.MMP722,2022.MMP722,"North America","Mon, 05/02/2022 - 12:00",2022,May,1,,1,,1,,,"Harsh environmental conditions / lack of adequate shelter, food, water","Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.4581, 111.6586","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2022.MMP723,2022.MMP723,"North America","Wed, 03/09/2022 - 12:00",2022,March,1,,1,,,1,,"Harsh environmental conditions / lack of adequate shelter, food, water","Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.72405, 112.00395","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2022.MMP724,2022.MMP724,"North America","Tue, 05/10/2022 - 12:00",2022,May,1,,1,,,1,,"Harsh environmental conditions / lack of adequate shelter, food, water","Federal Route 34 Milepost 49, Pima County, Arizona USA","Pima County Office of the Medical Examiner (PCOME)","31.51512592, -110.996554","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2022.MMP725,2022.MMP725,"North America","Thu, 05/12/2022 - 12:00",2022,May,1,,1,,,1,,"Mixed or unknown","Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.85911, 111.451181","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2022.MMP726,2022.MMP726,"North America","Fri, 05/13/2022 - 12:00",2022,May,1,,1,,,1,,"Mixed or unknown","Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.840127, 112.129928","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2022.MMP727,2022.MMP727,"North America","Thu, 05/12/2022 - 12:00",2022,May,1,,1,,,1,,"Mixed or unknown","Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.85911, 111.451181","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2022.MMP728,2022.MMP728,"North America","Sat, 05/21/2022 - 12:00",2022,May,1,,1,,,1,,"Mixed or unknown","Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.86884, 111.40956","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2022.MMP729,2022.MMP729,"North America","Tue, 05/24/2022 - 12:00",2022,May,1,,1,,,1,,Violence,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.339718, 109.558826","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2022.MMP730,2022.MMP730,"North America","Tue, 05/24/2022 - 12:00",2022,May,1,,1,,,,,"Mixed or unknown","Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.252477, 110.963326","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2022.MMP731,2022.MMP731,"North America","Fri, 05/27/2022 - 12:00",2022,May,1,,1,,,1,,"Harsh environmental conditions / lack of adequate shelter, food, water","Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.54466, 109.6988","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2022.MMP732,2022.MMP732,"North America","Sat, 05/28/2022 - 12:00",2022,May,1,,1,,1,,,"Harsh environmental conditions / lack of adequate shelter, food, water","Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.70413, 111.77934","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2022.MMP733,2022.MMP733,"North America","Tue, 05/31/2022 - 12:00",2022,May,1,,1,,,,,"Mixed or unknown","Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.903127, 111.962184","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2022.MMP734,2022.MMP734,"North America","Tue, 05/31/2022 - 12:00",2022,May,1,,1,,,1,,"Mixed or unknown","Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.937199, 111.938904","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2022.MMP735,2022.MMP735,"North America","Tue, 05/31/2022 - 12:00",2022,May,1,,1,,,,,"Mixed or unknown","Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.280179, 111.591813","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2022.MMP736,2022.MMP736,"North America","Fri, 06/03/2022 - 12:00",2022,June,1,,1,,,,,"Mixed or unknown","Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.904053, 111.975776","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2022.MMP737,2022.MMP737,"North America","Wed, 06/01/2022 - 12:00",2022,June,1,,1,,,,,"Mixed or unknown","Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.35904, 113.11756","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2022.MMP738,2022.MMP738,"North America","Thu, 06/02/2022 - 12:00",2022,June,1,,1,,,1,,"Harsh environmental conditions / lack of adequate shelter, food, water","Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.8999891, 111.77021","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2022.MMP739,2022.MMP739,"North America","Wed, 06/01/2022 - 12:00",2022,June,1,,1,,,1,,Violence,"Arivaca Road, milepost 18, Pima County, Arizona USA","Pima County Office of the Medical Examiner (PCOME)","31.66515834, -111.253771","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2022.MMP740,2022.MMP740,"North America","Mon, 06/06/2022 - 12:00",2022,June,1,,1,,,,,"Mixed or unknown","Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.8012, 110.9595","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2022.MMP741,2022.MMP741,"North America","Mon, 06/06/2022 - 12:00",2022,June,1,,1,,,,,"Mixed or unknown","Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.982717, 112.1306","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2022.MMP742,2022.MMP742,"North America","Mon, 06/06/2022 - 12:00",2022,June,1,,1,,,1,,"Harsh environmental conditions / lack of adequate shelter, food, water","Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.3665, 110.007283","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2022.MMP743,2022.MMP743,"North America","Fri, 06/10/2022 - 12:00",2022,June,1,,1,,,1,,"Harsh environmental conditions / lack of adequate shelter, food, water","Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.6394, 111.800367","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2022.MMP744,2022.MMP744,"North America","Mon, 05/30/2022 - 12:00",2022,June,1,,1,,,1,,"Vehicle accident / death linked to hazardous transport","Arivaca Road Mile marker 18, Pima County, Arizona, United States of America","US Border Patrol,Univision Arizona,Gila Herald","31.72603826, -111.086212","US-Mexico border crossing","https://archive.ph/VEENz, https://archive.ph/Rt0KN, https://archive.ph/uYFnw","Northern America",5
2022.MMP745,2022.MMP745,"Central America","Thu, 06/02/2022 - 12:00",2022,May,1,,1,,,1,,Drowning,"Río Bravo in Benito Juarez Colony,Ciudad Acuña, Coahuila, Mexico",Zócalo,"29.33401025, -100.942198","US-Mexico border crossing",https://archive.ph/i2VTB,"Central America",1
2022.MMP746,2022.MMP746,"Central America","Fri, 06/03/2022 - 12:00",2022,June,1,,1,,,1,1,Drowning,"Bravo River in Reynosa Tamaulipas,Mexico","MINEX Guatemala,Sputnik Mundo, La Tarde","26.09158987, -98.26727","US-Mexico border crossing","https://www.minex.gob.gt/noticias/Noticia.aspx?id=30471, https://archive.ph/uLQcQ, https://archive.ph/7gVHC","Central America",5
2022.MMP747,2022.MMP747,Caribbean,"Sun, 06/05/2022 - 12:00",2022,June,2,,2,,,2,,Drowning,"Bodies found on Playa Arriba,24000, Dominican Republic",Labilirubina.com,"18.98535643, -69.028012","Dominican Republic to Puerto Rico",https://archive.ph/UpaCc,Caribbean,1
2022.MMP748,2022.MMP748,"North America","Mon, 06/06/2022 - 12:00",2022,June,1,,1,,1,,1,Drowning,"Colorado River near Morelos Dam,Yuma County,Arizona 85364,United States of America","Gleaner Jamaica,Azcentral","32.71043852, -114.723249","US-Mexico border crossing","https://archive.ph/VuVvD, https://archive.ph/9mfI0","Northern America",3
2022.MMP749,2022.MMP749,"Central America","Wed, 06/08/2022 - 12:00",2022,June,1,1,2,,2,,,"Sickness / lack of access to adequate healthcare","Domo de Usos Multiples,Guadalupe,30640,Huixtla, Chiapas,Mexico","Noticieros Televisam,Radio Fe y Alegria Venezuela","15.14518444, -92.467337",Undetermined,"https://archive.ph/dMwXo, https://archive.ph/IEGCL","Central America",3
2022.MMP750,2022.MMP750,"South America","Fri, 06/10/2022 - 12:00",2022,June,1,,1,,,1,,Violence,"Near El Yucal Bridge, Villa Italia neighborhood,Santa Marta,Magdalena,Colombia","Hoy Diario del Magdalena,El Informador","11.22086376, -74.159847",,"https://archive.ph/CoIyB, https://archive.ph/QfHd7","South America",3
2022.MMP751,2022.MMP751,"North America","Sat, 06/11/2022 - 12:00",2022,June,2,,2,,,2,,Drowning,"Border west Expressway (Loop 375) 3424 Doniphan Dr, El Paso County, Texas 79922,United States of America","US Border Patrol El Paso Sector,Debate, El Diario de Chihuahua","31.80453958, -106.541544","US-Mexico border crossing","https://www.facebook.com/photo/?fbid=392116076297034&set=a.225430259632284, https://archive.ph/ank3v, https://archive.ph/0GESU","Northern America",5
2022.MMP752,2022.MMP752,"North America","Mon, 06/13/2022 - 12:00",2022,June,1,,1,,,1,,Drowning,"Riverside Canal near Luisa Guerra Drive and Petunia Drive,San Elizario, El Paso County,Texas 79849,United States of America","El Paso Times","31.58613425, -106.2871","US-Mexico border crossing",https://archive.ph/Bxmv2,"Northern America",1
2022.MMP753,2022.MMP753,"North America","Tue, 06/14/2022 - 12:00",2022,June,1,,1,,,1,,"Harsh environmental conditions / lack of adequate shelter, food, water","Road 481 (FM 481) Eagle Pass,Maverick County,Texas 78852,United States of America",Zócalo,"29.05463401, -100.088005","US-Mexico border crossing",https://archive.ph/zr2uE,"Northern America",1
2022.MMP754,2022.MMP754,"North America","Tue, 06/14/2022 - 12:00",2022,June,,1,1,,,1,,"Harsh environmental conditions / lack of adequate shelter, food, water","Unspecified location in a desertic area in El Paso County, Texas, USA","El Universo","31.68226282, -106.132154","US-Mexico border crossing",https://archive.ph/YCUxI,"Northern America",1
2022.MMP755,2022.MMP755,"North America","Sun, 06/19/2022 - 12:00",2022,June,2,,2,,,,,"Mixed or unknown","In canal near 2600 block of West Paisano Drive near the old Asarco site in West El Paso, Texas","La Prensa Latina, El Paso times","31.78421818, -106.527487","US-Mexico border crossing","https://archive.ph/E740v, https://archive.ph/fxgDB","Northern America",3
2022.MMP756,2022.MMP756,"North America","Sun, 06/19/2022 - 12:00",2022,June,1,,1,,,,,Drowning,"Unspecified canal in El Paso county, Texas","La Prensa Latina, El Paso times","31.81630738, -106.5725715","US-Mexico border crossing","https://archive.ph/E740v, https://archive.ph/fxgDB","Northern America",3
2022.MMP757,2022.MMP757,"North America","Sun, 06/19/2022 - 12:00",2022,June,1,,1,,,,,Drowning,"Canal in San Elizario, El Paso county, Texas","La Prensa Latina","31.57083385, -106.2824545","US-Mexico border crossing",https://archive.ph/E740v,"Northern America",1
2022.MMP758,2022.MMP758,"North America","Sun, 06/19/2022 - 12:00",2022,June,1,,1,,1,,,Drowning,"Canal near Jonathan W. Rogers Water Treatment plant at 10000 Southside Road, El Paso, Texas","La Prensa Latina, El Paso times","31.65610033, -106.3198957","US-Mexico border crossing","https://archive.ph/E740v, https://archive.ph/fxgDB","Northern America",3
2022.MMP759,2022.MMP759,"Central America","Mon, 06/20/2022 - 12:00",2022,June,1,,1,,,1,,Drowning,"Rio Bravo near Piedras Negras, Coahuila, Mexico","Breitbart News","28.68870413, -100.509633","US-Mexico border crossing",https://archive.ph/fkvkq,"Central America",1
2022.MMP760,2022.MMP760,"Central America","Wed, 06/22/2022 - 12:00",2022,June,3,,3,11,,,,"Vehicle accident / death linked to hazardous transport","Km. 46 of the Monterrey-Reynosa highway, Nuevo Leon, Mexico","InterNota Noticias via Twitter","25.70398741, -99.537595","US-Mexico border crossing",https://archive.ph/oPaLc,"Central America",1
2022.MMP761,2022.MMP761,"South-eastern Asia","Thu, 06/16/2022 - 12:00",2022,June,,7,7,23,,,,Drowning,"Off the coast of Putri Island, near Batam, Indonesia",Antara,"1.205677, 104.073542",,"https://archive.ph/VOyUi, https://archive.ph/QdzU2","South-eastern Asia",3
